TERM_CODE	TERM_DESCRIPTION	SCHOOL_NAME	DEPARTMENT	SUBJECT_ID	SUBJECT_TITLE	INSTRUCTOR_NAME	MATERIAL_TITLE	MATERIAL_AUTHOR_NAME	MATERIAL_ISBN	MATERIAL_PUBLISHER	MATERIAL_YEAR
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.116	Adv Architecture Design Studio	Nondita Correa-Mehrotra	Sustainable urban living [videorecording] : a South American case study / Classroom Video presents ;			[Australia?] : Classroom Video, [2003?]	2003
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Maximum city : Bombay lost and found / Suketu Mehta.	Mehta, Suketu.	0375403728	New York : Alfred A. Knopf, 2004.	2004
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Bombay and Mumbai : the city in transition / edited by Sujata Patel and Jim Masselos.		0195663179	New Delhi ; New York : Oxford University Press, 2003.	2003
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	The colonial city and the challenge of modernity : urban hegemonies and civic contestations in Bomba	Hazareesingh, Sandip.		Hyderabad, India : Orient Longman, 2007.	2007
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Bombay maximum city, l'album.		2879393256	Paris : Terrail; Lille : Lille 3000, c2006.	2006
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Ripping the fabric : the decline of Mumbai and its mills / Darryl D'Monte.	D'Monte, Darryl.	0195661125	New Delhi ; New York : Oxford University Press, 2002.	2002
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	The making of an Indian metropolis : colonial governance and public culture in Bombay, 1890-1920 / P	Kidambi, Prashant, 1970-	0754656128 (alk. paper)	Aldershot, England ; Burlington, VT : Ashgate, c2007.	2007
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	The city in action : Bombay struggles for power / Jim Masselos.	Masselos, Jim.	9780195679298	New Delhi ; New York : Oxford University Press, 2007.	2007
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Life in Mumbai / Vasoo B. Dholekar ; script by Balkrishna B. Dholekar, Homi Rogers.	Dholekar, Vasoo B., 1931-	8187853026	Mumbai : English Edition Publishers and Distributors, c2001.	2001
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Report of the High Powered Expert Committee on making Mumbai an international financial centre.	India. Ministry of Finance. High Powered Export Committee.	9780761936305 (paper back)	New Delhi ; Thousand Oaks, Calif. : SAGE Publications, 2007.	2007
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Heritage regulations for Greater Bombay.			Mantralaya, Bombay : Government of Maharashtra, 1995.	1995
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Bombay mix : street photographs / Ketaki Sheth ; introduction by Suketu Mehta.	Sheth, Ketaki.	9781904587477 (hbk.)	Stockport : Dewi Lewis, 2007.	2007
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	City forest : Mumbai's National Park / text & photographs, Sunjoy Monga ; foreword, Humayun Abdulali	Monga, Sunjoy.	8175082976	Mumbai : India Book House Ltd., 2000.	2000
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	A city's legacy : the Indian Navy's heritage in Mumbai / Sharada Dwivedi, Rahul Mehrotra, Abha Narai	Dwivedi, Sharada.	8190217070	Bombay : Eminence Designs : [Distributed by Wilco], 2005.	2005
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	The Bombay High Court : the story of the building, 1878-2003 / Rahul Mehrotra, Sharada Dwivedi ... [	Mehrotra, Rahul.	8190060252	Mumbai : Eminence Designs, c2004.	2004
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	The making of Navi Mumbai / Annapurna Shaw.	Shaw, Annapurna.	8125026002	New Delhi : Orient Longman, 2004.	2004
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Ballard Estate, a corporate district : a proposal for upgrading and managing the area.		819011283X	Bombay : Urban Design Research Institute ; Bombay First, c2000.	2000
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Conservation after legislation : issues for Mumbai / supported by Urban Historic Plans, Inc. ; [edit		8190112864	Mumbai : Urban Design Research Institute, c2004.	2004
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	A study of the Eastern Waterfront of Mumbai : a situation analysis conducted between August 2000-Dec	Paul, Anirudh.	8190197401	Mumbai : Urban Design Research Institute : Design Cell, Kamla Raheja Vidyanidhi Institute for Archit	2004
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Buildings of the Kala Ghoda Art District.			Mumbai : Urban Design Research Institute, 2000.	2000
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Restoring a banking district / Horniman Circle Association ; [project team, Sheetal Gandhi ... et al		8190112813	Bombay : Urban Design Research Institute, c1999.	1999
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	The dabbawallas [videorecording] / producers, Deepjoy Dutta (India), Paul S. Goodman (U.S.) ; direct			[Glenshaw, Pa.] : Paul S. Goodman, c2004.	2004
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Squatters as developers? : slum redevelopment in Mumbai / Vinit Mukhija.	Mukhija, Vinit, 1967-	0754619109 (alk. paper)	Aldershot, England ; Burlington, VT : Ashgate, c2003.	2003
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	One city, two worlds [videorecording] / produced by Marg Publications ; directed by Zafar Hai ; conc			Mumbai, India : Distributed by Marg Publications, [2005]	2005
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Muslims in India [videorecording] / Islamic Video Productions ; directed by Zahir Ahmed.			Long Island City, N.Y. : Distributed by IBTS, c1994.	1994
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Rushdie's midnight's children : a book of readings / edited by Meenakshi Mukherjee.		8185753288	Delhi : Pencraft International, 1999.	1999
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	City of gold : the biography of Bombay / by Gillian Tindall.	Tindall, Gillian.	0851172156 (corrected) :	London : Temple Smith, 1982.	1982
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Picture Mumbai : landmarks of a new generation.		0892364645	Santa Monica, CA : Getty Conservation Institute, 1997.	1997
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Bombay : gateway of India / photographs by Raghubir Singh ; conversation with V.S. Naipaul.	Singh, Raghubir.	0893815837	New York, N.Y. : Aperture, c1994.	1994
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Bollywood : a history / Mihir Bose.	Bose, Mihir, 1947-	0752428357 (hbk.)	Stroud : Tempus, 2006.	2006
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Urban studies / edited by Sujata Patel and Kushal Deb ; [contributors, Adrian Peace ... et al.].		9780195678390	New Delhi : Oxford University Press, c2006.	2006
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Cities and Places [videorecording]			Derry, N.H. : Chip Taylor Communications ; 2001.	1994
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	7 islands and a metro [videorecording] : a non-fiction feature film / by Madhusree Dutta.			Mumbai : Majlis, [2006].	2006
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Mumbai reader / Urban Design Research Institute, Mumbai ; compilation, Rahul Mehrotra ... [et al.].		8190197428	Mumbai : Urban Design Research Institute, 2006.	2006
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Mumbai reader / supported by the arts management initiative of the Sir Ratan Tata Trust ; compilatio		8190197436	Mumbai : Urban Design Research Institute, 2008.	2008
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Bollywood : sociology goes to the movies / Rajinder Kumar Dudrah.	Dudrah, Rajinder Kumar.	076193460X (hbk.)	New Delhi ; Thousand Oaks ; London : Sage Publications, 2006.	2006
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	My family and other saints / Kirin Narayan.	Narayan, Kirin.	9780226568201 (cloth : alk. paper)	Chicago : University of Chicago Press, 2007.	2007
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Bombay cinema : an archive of the city / Ranjani Mazumdar.	Mazumdar, Ranjani.	9780816649419 (hc : alk. paper)	Minneapolis : University of Minnesota Press, c2007.	2007
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Sacred games / Vikram Chandra.	Chandra, Vikram.	9780571231188	London : Faber and Faber, 2006.	2006
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	The death of Vishnu / Manil Suri.	Suri, Manil.	0393050424	New York : W.W. Norton, c2001.	2001
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Family matters / Rohinton Mistry.	Mistry, Rohinton, 1952-	0571194273	London : Faber, 2002.	2002
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Tremors of violence : Muslim survivors of ethnic strife in western India / Rowena Robinson.	Robinson, Rowena, 1967-	0761934081 (pbk.)	New Delhi ; Thousand Oaks, Calif. ; London : Sage Publications, 2005.	2005
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Bollywood : a guidebook to popular Hindi cinema / Tejaswini Ganti.	Ganti, Tejaswini.	0415288533 (hbk.)	New York : Routledge, 2004.	2004
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Political mobilization and identity in western India, 1934-47 / Shri Krishan.	Krishan, Shri.	0761933417 (hard back)	New Delhi ; Thousand Oaks, Calif. : Sage Publications, c2005.	2005
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	The cripple and his talismans / Anosh Irani.	Irani, Anosh, 1974-	1565124561	Chapel Hill, N.C. : Algonquin Books of Chapel Hill, 2005.	2005
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	The wedding / Imraan Coovadia.	Coovadia, Imraan.	0312272197	New York : Picador USA, 2001.	2001
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	The binding vine / Shashi Deshpande ; afterword by Sonita Sarker.	Deshpande, Shashi.	155861267X (hardcover : alk. paper)	New York : Feminist Press at the City University of New York, 2001.	2001
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Bollywood : behind the scenes, beyond the stars / text by Nicholas R. Bradley ; photos by Robert Jam	Bradley, Nicholas R., 1967-	9789812612113	Singapore : Marshall Cavendish ; [York : Signature Book Services, distributor], c2006.	2006
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Shantaram : a novel / Gregory David Roberts.	Roberts, Gregory David.	0312330537	New York : St. Martin's Griffin, c2003.	2003
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Urban leadership in Western India: politics and communities in Bombay city, 1840-1885, by Christine	Dobbin, Christine E., 1941-	0198218419	London, Oxford University Press, 1972.	1972
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Surplus labour and the city : a study of Bombay / Heather Joshi and Vijay Joshi.	Joshi, Heather.	0195606310 :	Delhi : Oxford University Press, 1976.	1976
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Warriors in politics : Hindu nationalism, violence, and the Shiv Sena in India / Sikata Banerjee.	Banerjee, Sikata.	0813336996 (alk. paper)	Boulder, Colo. : Westview Press, 2000.	2000
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Provincial politics and Indian nationalism; Bombay and the Indian National Congress, 1880 to 1915.	Johnson, Gordon.	0521202590	Cambridge [Eng.] University Press, 1973.	1973
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Contemporary urban architecture : a design approach : a study of Bombay / A. K. Chatterjee.	Chatterjee, Arun Kumar.		Delhi : Macmillan Co. of India, 1977.	1977
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Buildings that shaped Bombay : works of G.B. Mhatre / edited by Kamu Iyer.			Mumbai : Kamla Raheja Vidyanidhi Institute of Architecture & Environmental Studies : Urban Design Re	2000
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Fort walks : around Bombay's Fort area / Sharada Dwivedi, Rahul Mehrotra ; photography, Chirodeep Ch	Dwivedi, Sharada.	8190060236	Bombay : Eminence Designs, c1999.	1999
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.163	Urban Design Studio	Mehrotra, Rahul J.	Banganga : sacred tank on Malabar Hill / Rahul Mehrotra, Sharada Dwivedi ; photography, Rajesh Vora	Mehrotra, Rahul.	8190217089	Girgaum : Eminence Designs, 2006.	2006
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.205	Anal of Contemporary Arch	Cheng ta Chen, Daniel	Mies [videorecording] / produced by Michael Blackwood Productions, Inc. in association with Westdeut			New York, NY : Michael Blackwood Productions, [c2008]	2008
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.205	Anal of Contemporary Arch	Cheng ta Chen, Daniel	Philip Johnson [videorecording] : a self portrait / [Creative Arts Television] ; produced by Stephan			New York : Cinema Guild, [2005?], c1996.	2005
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.205	Anal of Contemporary Arch	Cheng ta Chen, Daniel	Air, light, and utopia [videorecording] : modern architecture between two world wars : the utopian d			Princeton, NJ : Films for the Humanities & Sciences, c2004.	2004
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.205	Anal of Contemporary Arch	Cheng ta Chen, Daniel	Steven Holl [videorecording] : the body in space / Michael Blackwood Productions in association with			[New York] : Michael Blackwood Productions, [c2006]	2006
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.205	Anal of Contemporary Arch	Cheng ta Chen, Daniel	Education of an architect [videorecording] : voices from the Cooper Union / Michael Blackwood Produc			[New York, N.Y.] : Michael Blackwood Productions, c2006.	2006
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.205	Anal of Contemporary Arch	Cheng ta Chen, Daniel	John Hejduk, builder of worlds [videorecording] : a conversation with David Shapiro / a Michael Blac			New York, NY : Michael Blackwood Productions, c2007	2007
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.205	Anal of Contemporary Arch	Cheng ta Chen, Daniel	Stirling [videorecording] / a coproduction [of] Michael Blackwood Productions ... [et al.] ; produce			New York : Michael Blackwood Productions, c2007.	2007
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.205	Anal of Contemporary Arch	Cheng ta Chen, Daniel	Frank Gehry [videorecording] / a coproduction [of] Michael Blackwood Productions [and] Westdeutscher			[New York, N.Y.] : Michael Blackwood Productions, c2006.	2006
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.205	Anal of Contemporary Arch	Cheng ta Chen, Daniel	Robert Venturi and Denise Scott Brown [videorecording] / a coproduction of Michael Blackwood Product			New York : Michael Blackwood Productions, [c2006]	1988
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.205	Anal of Contemporary Arch	Cheng ta Chen, Daniel	Deconstructivist architects [videorecording] / a coproduction, Michael Blackwood Productions, Westde			New York, NY : M. Blackwood Productions, 2007.	2007
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.205	Anal of Contemporary Arch	Cheng ta Chen, Daniel	Modern architecture : a critical history / Kenneth Frampton.	Frampton, Kenneth.	9780500203958 (pbk.)	London ; New York : Thames & Hudson, 2007.	2007
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.205	Anal of Contemporary Arch	Cheng ta Chen, Daniel	Modern architecture / Alan Colquhoun.	Colquhoun, Alan, 1921-	0192842269	Oxford ; New York : Oxford University Press, 2002.	2002
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.205	Anal of Contemporary Arch	Cheng ta Chen, Daniel	Carlo Scarpa [videorecording] / producer, John Ellis ; written & directed by Murray Grigor ; a VIZ p			Princeton, N.J. : Films for the Humanities & Sciences, c2007.	2007
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.205	Anal of Contemporary Arch	Cheng ta Chen, Daniel	New suburbia [videorecording] / produced by Sound Venture Productions ; producers, Neil Bregman, Kat			Princton, NJ : Films for the Humanities & Sciences, c2003.	2003
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.205	Anal of Contemporary Arch	Cheng ta Chen, Daniel	Alvar Aalto [videorecording] : technology and nature / director, script, Ywe Jalander ; production,			Princeton, N.J : Films for the Humanities & Sciences, c2004.	2004
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.205	Anal of Contemporary Arch	Cheng ta Chen, Daniel	America the ugly [videorecording].			Princeton, NJ : Films for the Humanities & Sciences, c2003.	2003
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.205	Anal of Contemporary Arch	Cheng ta Chen, Daniel	Peter Eisenman [videorecording] : making architecture move.			[New York] : Michael Blackwood Productions, c2006.	2006
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.205	Anal of Contemporary Arch	Cheng ta Chen, Daniel	Richard Meier [videorecording] / a coproduction of Michael Blackwood Productions, Westdeutscher Rund			New York : Michael Blackwood Productions : Distributed by Insight Media, c2006.	2008
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.205	Anal of Contemporary Arch	Cheng ta Chen, Daniel	Beyond Utopia [videorecording] : changing attitudes in American architecture / produced and directed			New York, N.Y. : Michael Blackwood Productions, [2006]	2006
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.205	Anal of Contemporary Arch	Cheng ta Chen, Daniel	The new modernists [videorecording] : nine American architects / produced by Blackwood Productions,			[New York, NY] : Michael Blackwood Productions, Inc., c2005.	2005
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.205	Anal of Contemporary Arch	Cheng ta Chen, Daniel	Louis Kahn [videorecording] : silence and light / Michael Blackwood Productions in association with			[New York, N.Y] : Michael Blackwood Productions, [2008]	2008
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.213	Adv Sem: Urb Nat & City Design	Spirn, Anne Whiston	The granite garden : urban nature and human design / Anne Whiston Spirn.	Spirn, Anne Whiston, 1947-	0465026990 :	New York : Basic Books, c1984.	1984
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.213	Adv Sem: Urb Nat & City Design	Spirn, Anne Whiston	Eden by design : the 1930 Olmsted-Bartholomew plan for the Los Angeles region / Greg Hise and Willia		0520224140 (alk. paper)	Berkeley : University of California Press, 2000.	2000
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.213	Adv Sem: Urb Nat & City Design	Spirn, Anne Whiston	Water in environmental planning / Thomas Dunne, Luna B. Leopold.	Dunne, Thomas, 1943-	0716700794	San Francisco : W. H. Freeman, c1978.	1978
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.215	Sites in Sight	Spirn, Anne Whiston	Paterson [by] George A. Tice.	Tice, George A.	0813507111	New Brunswick, N.J., Rutgers University Press [1972]	1972
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.215	Sites in Sight	Spirn, Anne Whiston	One time, one place: Mississippi in the depression; a snapshot album.	Welty, Eudora, 1909-	0394473086	New York, Random House [1971]	1971
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.215	Sites in Sight	Spirn, Anne Whiston	The language of landscape / Anne Whiston Spirn ; photographs by Anne Whiston Spirn.	Spirn, Anne Whiston, 1947-	0300077459	New Haven [Conn.] : Yale University Press, c1998.	1998
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.215	Sites in Sight	Spirn, Anne Whiston	Creating a sense of place : photographs / by Joel Meyerowitz.	Meyerowitz, Joel, 1938-	1560980044	Washington : Smithsonian Institution Press, c1990.	1990
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.215	Sites in Sight	Spirn, Anne Whiston	Le Notre's gardens / photographs by Michael Kenna ; text by Eric T. Haskell.	Kenna, Michael.	0963078526 (RAM)	Santa Monica, CA : RAM Publications, 1997.	1997
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.215	Sites in Sight	Spirn, Anne Whiston	Taking measures : across the American landscape / James Corner, essays, drawings, and commentary ; A	Corner, James M.	0300065663 (alk. paper)	New Haven [Conn.] : Yale University Press, c1996.	1996
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.215	Sites in Sight	Spirn, Anne Whiston	Daring to look : Dorothea Lange's photographs and reports from the field / Anne Whiston Spirn.	Spirn, Anne Whiston, 1947-	9780226769844 (cloth : alk. paper)	Chicago : University of Chicago Press, c2008.	2008
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.220	Urban Housing Seminar	Dennis, Michael	Georgian London / John Summerson.	Summerson, John Newenham, Sir, 1904-	0712620958 :	London : Barrie & Jenkins, 1988.	1988
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.220	Urban Housing Seminar	Dennis, Michael	Georgian London / John Summerson.	Summerson, John Newenham, Sir, 1904-	0262191733 :	Cambridge, Mass. : MIT Press, 1978.	1978
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.220	Urban Housing Seminar	Dennis, Michael	A history of housing in New York City : dwelling type and social change in the American metropolis /	Plunz, Richard.	0231062966	New York : Columbia University Press, c1990.	1990
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.220	Urban Housing Seminar	Dennis, Michael	Court & garden : from the French hotel to the city of modern architecture / Michael Dennis.	Dennis, Michael.	0262040824	Cambridge, Mass. : MIT Press, c1986.	1986
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.286	Research Topics: Arch Studies	Wescoat, James L.	Porous pavements / Bruce K. Ferguson.	Ferguson, Bruce K.	0849326702 (alk. paper)	Boca Raton, Fla. : Taylor & Francis, c2005.	2005
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.286	Research Topics: Arch Studies	Wescoat, James L.	A practical approach to water conservation for commercial and industrial facilities / Mohan Senevira	Seneviratne, Mohan.	9781856174893	Amsterdam ; Boston : Elsevier/Butterworth-Heinemann, 2007.	2007
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.286	Research Topics: Arch Studies	Wescoat, James L.	Urban Stormwater Management in the United States			2008	   0
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.286	Research Topics: Arch Studies	Wescoat, James L.	Imagining MIT : designing a campus for the twenty-first century / William J. Mitchell ; afterword by	Mitchell, William J. (William John), 1944-	0262134799 (hc. : alk. paper)	Cambridge, Mass. : MIT Press, c2007.	2007
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.286	Research Topics: Arch Studies	Wescoat, James L.	Making Water Everybody's Business: Practice and Policy of Water Harvesting	Anil Agarwal (ed.)		2001	   0
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.286	Research Topics: Arch Studies	Wescoat, James L.	Neighborhood knowledge for change : the West Oakland environmental indicators project / project dire			Oakland, CA : Pacific Institute for Studies in Development, Environment and Security, [2002]	2002
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.286	Research Topics: Arch Studies	Wescoat, James L.	Analogical reasoning in Islamic jurisprudence : a study of the juridical principle of qiyas / Ahmad	Hasan, Ahmad.		Islamabad, Pakistan : Islamic Research Institute, 1986.	1986
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.286	Research Topics: Arch Studies	Wescoat, James L.	Managing a better environment : opportunities and obstacles for ISO 14001 in public policy and comme			Oakland, Calif. : Pacific Institute for Studies in Development, Environment, and Security, c2000.	2000
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.286	Research Topics: Arch Studies	Wescoat, James L.	California water 2020 : a sustainable vision / Peter H. Gleick ... [et al.].			Oakland, CA (1204 Preservation Park Way, Oakland 94612) : Pacific Institute for Studies in Developme	1995
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.286	Research Topics: Arch Studies	Wescoat, James L.	Beyond privatization : restructuring water systems to improve performance / by Gary Wolff, Eric Hall	Wolff, Gary Hartman.	1893790118	Oakland, CA : Pacific Institute, 2005.	2005
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.286	Research Topics: Arch Studies	Wescoat, James L.	California water 2030 : an efficient future / Peter H. Gleick, Heather Cooley, David Groves.	Gleick, Peter H.	189379010X	Oakland, Calif. : Pacific Institute for Studies in Development, Environment, and Security, c2005.	2005
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.286	Research Topics: Arch Studies	Wescoat, James L.	Brownfields redevelopment : meeting the challenges of community participation / Arlene K. Wong and L	Wong, Arlene K.	1893790029	Oakland, CA : Pacific Institute for Studies in Development, Environment, and Security, c2000.	2000
2009FA	Fall Term 2008-2009	Architecture and Planning	Architecture	4.286	Research Topics: Arch Studies	Wescoat, James L.	The new economy of water : the risks and benefits of globalization and privatization of fresh water		189379007X (pbk.)	Oakland, Calif. : Pacific Institute for Studies in Development, Environment, and Security, 2002.	2002
