TERM_CODE	TERM_DESCRIPTION	SCHOOL_NAME	DEPARTMENT	SUBJECT_ID	SUBJECT_TITLE	INSTRUCTOR_NAME	MATERIAL_TITLE	MATERIAL_AUTHOR_NAME	MATERIAL_ISBN	MATERIAL_PUBLISHER	MATERIAL_YEAR
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.231	Dynamic Prog & Stochastic Ctl	Bertsekas, Dimitri	Dynamic programming and optimal control / Dimitri P. Bertsekas.	Bertsekas, Dimitri P.	1886529264 (v. 1)	Belmont, Mass. : Athena Scientific, c2005.	2005
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.255	Optimization Methods	Parrilo, Pablo	Network flows : theory, algorithms, and applications / Ravindra K. Ahuja, Thomas L. Magnanti, James	Ahuja, Ravindra K., 1956-		Englewood Cliffs, NJ : Prentice Hall, c1993.	1993
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.255	Optimization Methods	Parrilo, Pablo	Nonlinear programming / Dimitri P. Bertsekas.	Bertsekas, Dimitri P.	1886529000	Belmont, Mass. : Athena Scientific, c1999.	1999
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.255	Optimization Methods	Parrilo, Pablo	Aspects of semidefinite programming : interior point algorithms and selected applications / by Etien	Klerk, Etienne de.	1402005474 (alk. paper)	Dordrecht ; Boston : Kluwer Academic Publishers, c2002.	2002
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.255	Optimization Methods	Parrilo, Pablo	Lectures on modern convex optimization [electronic resource] : analysis, algorithms, and engineering	Ben-Tal, A.		Philadelphia, Pa. : Society for Industrial and Applied Mathematics : Mathematical Programming Societ	2001
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.255	Optimization Methods	Parrilo, Pablo	Integer and combinatorial optimization / George L. Nemhauser, Laurence A. Wolsey.	Nemhauser, George L.	047182819X	New York : Wiley, c1988.	1988
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.255	Optimization Methods	Parrilo, Pablo	Handbook of semidefinite programming : theory, algorithms, and applications / edited by Henry Wolkow		0792377710 (alk. paper)	Boston : Kluwer Academic Publishers, c2000.	2000
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.255	Optimization Methods	Parrilo, Pablo	Convex optimization / Stephen Boyd, Lieven Vandenberghe.	Boyd, Stephen P.	0521833787	Cambridge, UK ; New York : Cambridge University Press, 2004.	2004
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.255	Optimization Methods	Parrilo, Pablo	Introduction to linear optimization / Dimitris Bertsimas, John N. Tsitsiklis.	Bertsimas, Dimitris.	1886529191	Belmont, Mass. : Athena Scientific, c1997.	1997
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.255	Optimization Methods	Parrilo, Pablo	Nonlinear programming / Dimitri P. Bertsekas.	Bertsekas, Dimitri P.	1886529140	Belmont, Mass. : Athena Scientific, c1995.	1995
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.255	Optimization Methods	Parrilo, Pablo	Convex analysis and optimization / Dimitri P. Bertsekas with Angelia Nedic and Asuman E. Ozdaglar.	Bertsekas, Dimitri P.	1886529450	Belmont, Mass. : Athena Scientific, c2003.	2003
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.255	Optimization Methods	Parrilo, Pablo	Matrix analysis / Roger A. Horn, Charles R. Johnson.	Horn, Roger A.	0521305861	Cambridge [Cambridgeshire] ; New York : Cambridge University Press, 1985.	1985
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.255	Optimization Methods	Parrilo, Pablo	A mathematical view of interior-point methods in convex optimization / James Renegar.	Renegar, James, 1955-	0898715024 (pbk.)	Philadelphia, PA : Society for Industrial and Applied Mathematics : Mathematical Programming Society	2001
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.263	Data Communication Networks	Modiano, Eytan	Data networks / Dimitri Bertsekas, Robert Gallager.	Bertsekas, Dimitri P.	0132009161	Englewood Cliffs, N.J. : Prentice Hall, c1992.	1992
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.341	Discrete-Time Signal Processng	Oppenheim, Alan	Digital filter design / T.W. Parks, C.S. Burrus.	Parks, T. W.	0471828963	New York : Wiley, c1987.	1987
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.341	Discrete-Time Signal Processng	Oppenheim, Alan	Statistical digital signal processing and modeling / Monson H. Hayes.	Hayes, M. H. (Monson H.), 1949-	0471594318 (hc : alk. paper)	New York : John Wiley & Sons, c1996.	1996
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.341	Discrete-Time Signal Processng	Oppenheim, Alan	Discrete-time signal processing / Alan V. Oppenheim, Ronald W. Schafer, with John R. Buck.	Oppenheim, Alan V., 1937-	0137549202	Upper Saddle River, N.J. : Prentice Hall, c1999.	1999
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.341	Discrete-Time Signal Processng	Oppenheim, Alan	Advanced topics in signal processing / edited by Jae S. Lim and Alan V. Oppenheim.			Englewood Cliffs, N.J. : Prentice-Hall, c1988.	1988
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.341	Discrete-Time Signal Processng	Oppenheim, Alan	Multirate digital signal processing / Ronald E. Crochiere, Lawrence R. Rabiner.	Crochiere, Ronald E.	0136051626	Englewood Cliffs, N.J. : Prentice-Hall, c1983.	1983
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.341	Discrete-Time Signal Processng	Oppenheim, Alan	Digital signal processing : principles, algorithms, and applications / John G. Proakis, Dimitris G.	Proakis, John G.	0133737624	Upper Saddle River, N.J. : Prentice Hall, c1996.	1996
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.341	Discrete-Time Signal Processng	Oppenheim, Alan	Computer-based exercises for signal processing using MATLAB 5 / James H. McClellan ... [et al.]		0137890095 (pbk.)	Upper Saddle River, N.J. : Prentice Hall, c1998.	1998
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.436	Fund of Probability	Tsitsiklis, John	Measure theory and probability / Malcolm Adams, Victor Guillemin.	Adams, Malcolm Ritchie.	0817638849 (hc : alk. paper)	Boston : Birkhause, c1996.	1996
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.436	Fund of Probability	Tsitsiklis, John	Introduction to probability / Dimitri P. Bertsekas and John N. Tsitsiklis.	Bertsekas, Dimitri P.	188652940X	Belmont, Mass. : Athena Scientific, c2002.	2002
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.436	Fund of Probability	Tsitsiklis, John	Probability : theory and examples / Richard Durrett.	Durrett, Richard, 1951-	0534424414	Belmont, CA : Thomson Brooks/Cole, c2005.	2005
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.436	Fund of Probability	Tsitsiklis, John	Probability and random processes / Geoffrey R. Grimmett and David R. Stirzaker.	Grimmett, Geoffrey.	0198572239 (hbk. : acid free paper)	Oxford ; New York : Oxford University Press, 2001.	2001
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.436	Fund of Probability	Tsitsiklis, John	Probability and measure / Patrick Billingsley.	Billingsley, Patrick.	0471007102 (acid-free paper)	New York : Wiley, c1995.	1995
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.436	Fund of Probability	Tsitsiklis, John	Probability with martingales / David Williams.	Williams, D. (David), 1938-	052140455X (cased) :	Cambridge, [Eng.] ; New York : Cambridge University Press, c1991.	1991
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.438	Algorithms Estim & Inference	Wornell, Gregory	Pattern recognition and machine learning / Christopher M. Bishop.	Bishop, Christopher M.	0387310738 (hd. bd.)	New York : Springer, c2006.	2006
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.438	Algorithms Estim & Inference	Wornell, Gregory	Linear estimation / T. Kailath, A.H. Sayed, B. Hassibi.	Kailath, Thomas.	0130224642 (case)	Upper Saddle River, N.J. : Prentice Hall, c2000.	2000
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.438	Algorithms Estim & Inference	Wornell, Gregory	Information theory, inference, and learning algorithms / David J.C. MacKay.	MacKay, David J. C.	0521642981	Cambridge, UK ; New York : Cambridge University Press, 2004, c2003.	2004
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.630	Electromagnetics	Wu, Bae-Ian	Electromagnetic wave theory / Jin Au Kong.	Kong, Jin Au, 1942-	0966814398	Cambridge, Mass. : : EMW Publishing, 2000.	2000
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.631	Optics and Photonics	Fujimoto, James	Principles of lasers / Orazio Svelto ; translated from Italian and edited by David C. Hanna.	Svelto, Orazio.	0306457482	New York : Plenum Press, c1998.	1998
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.631	Optics and Photonics	Fujimoto, James	Lasers / Anthony E. Siegman.	Siegman, A. E.		Mill Valley, CA. : University Science Books, c1986.	1986
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.631	Optics and Photonics	Fujimoto, James	Photonics : optical electronics in modern communications / Amnon Yariv, Pochi Yeh.	Yariv, Amnon.	0195179463	New York : Oxford University Press, 2007.	2007
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.631	Optics and Photonics	Fujimoto, James	Fundamentals of photonics / Bahaa E. A. Saleh, Malvin Carl Teich.	Saleh, Bahaa E. A., 1944-	0471358320	Hoboken, N.J. : Wiley-Interscience, c2007.	2007
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.631	Optics and Photonics	Fujimoto, James	Waves and fields in optoelectronics / Hermann A. Haus.	Haus, Hermann A.	0139460535	Englewood Cliffs, NJ : Prentice-Hall, c1984.	1984
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.638	Ultrafast Optics	Kaertner, Franz X	Waves and fields in optoelectronics / Hermann A. Haus.	Haus, Hermann A.	0139460535	Englewood Cliffs, NJ : Prentice-Hall, c1984.	1984
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.638	Ultrafast Optics	Kaertner, Franz X	Ultrashort laser pulse phenomena : fundamentals, techniques, and applications on a femtosecond time	Diels, Jean-Claude.	0122154924	San Diego : Academic Press, c1996.	1996
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.638	Ultrafast Optics	Kaertner, Franz X	Ultrashort laser pulse phenomena : fundamentals, techniques, and applications on a femtosecond time	Diels, Jean-Claude.	0122154932 (hbk.)	Burlington, MA : Academic Press, c2006.	2006
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.638	Ultrafast Optics	Kaertner, Franz X	Elements of quantum optics / Pierre Meystre, Murray Sargent III.	Meystre, Pierre.	9783540742098	Berlin ; New York : Springer, c2007.	2007
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.638	Ultrafast Optics	Kaertner, Franz X	Optical resonance and two-level atoms [by] L. Allen [and] J. H. Eberly.	Allen, Leslie.	0471023272	New York, Wiley [1975]	1975
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.638	Ultrafast Optics	Kaertner, Franz X	Principles of lasers / Orazio Svelto ; translated from Italian and edited by David C. Hanna.	Svelto, Orazio.	0306457482	New York : Plenum Press, c1998.	1998
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.720	Integrated Microelectr Devices	Del Alamo, Jesus	Solid state electronic devices / Ben G. Streetman.	Streetman, Ben G.	0131587676 (hard cover)	Englewood Cliffs, N.J. : Prentice Hall, c1995.	1995
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.720	Integrated Microelectr Devices	Del Alamo, Jesus	Solid state and semiconductor physics / John P. McKelvey.	McKelvey, John Philip.	0898743966	Malabar, Fla. : Krieger Pub. Co., 1982, c1966.	1982
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.720	Integrated Microelectr Devices	Del Alamo, Jesus	Operation and modeling of the MOS transistor / Yannis Tsividis.	Tsividis, Yannis.	0070655235	Boston : WCB/McGraw-Hill, c1999.	1998
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.720	Integrated Microelectr Devices	Del Alamo, Jesus	Device electronics for integrated circuits / Richard S. Muller, Theodore I. Kamins, with Mansun Chan	Muller, Richard S.	0471593982 (cloth : alk. paper)	New York, NY : John Wiley & Sons, c2003.	2003
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.720	Integrated Microelectr Devices	Del Alamo, Jesus	Semiconductor device fundamentals / Robert F. Pierret.	Pierret, Robert F.	0201543931	Reading, Mass. : Addison-Wesley, c1996.	1996
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.728	Appl Quantum &Statistical Phys	Orlando, Terry	Quantum physics / Stephen Gasiorowicz.	Gasiorowicz, Stephen.	0471429457 ((Wiley international ed. : acid-free paper)	Hoboken, N.J. : Wiley, c2003.	2003
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.728	Appl Quantum &Statistical Phys	Orlando, Terry	Introduction to quantum mechanics / David J. Griffiths.	Griffiths, David J. (David Jeffery), 1942-	0131118927	Upper Saddle River, NJ : Pearson Prentice Hall, c2005 [i.e. 2004]	2004
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.728	Appl Quantum &Statistical Phys	Orlando, Terry	Thermal physics / Charles Kittel, Herbert Kroemer.	Kittel, Charles.	0716710889	San Francisco : W. H. Freeman, c1980.	1980
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.728	Appl Quantum &Statistical Phys	Orlando, Terry	Introductory quantum mechanics / Richard L. Liboff.	Liboff, Richard L., 1931-	0805387145	San Francisco : Addison Wesley, c2003.	2003
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.728	Appl Quantum &Statistical Phys	Orlando, Terry	Statistical physics / F. Mandl.	Mandl, F. (Franz), 1923-	0471915335 (pbk.)	Chichester [West Sussex] ; New York : Wiley, c1988.	1988
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.728	Appl Quantum &Statistical Phys	Orlando, Terry	Understanding quantum physics : a user's manual / Michael A. Morrison.	Morrison, Michael A., 1949-	0137479085 :	Englewood Cliffs, N.J. : Prentice Hall, c1990-	1990
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.728	Appl Quantum &Statistical Phys	Orlando, Terry	Understanding more quantum physics / Michael A. Morrison, Thomas L. Estle, Neal F. Lane.	Morrison, Michael A., 1949-	0139283005 :	Englewood Cliffs, N.J. : Prentice Hall, 1991.	1991
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.728	Appl Quantum &Statistical Phys	Orlando, Terry	Quantum theory : a very short introduction / John Polkinghorne.	Polkinghorne, J. C., 1930-	0192802526	Oxford ; New York : Oxford University Press, 2002.	2002
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.728	Appl Quantum &Statistical Phys	Orlando, Terry	Introductory applied quantum and statistical mechanics / Peter L. Hagelstein, Stephen D. Senturia, T	Hagelstein, Peter L.	0471202762	Hoboken, N.J. : Wiley-Interscience, c2004.	2004
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.728	Appl Quantum &Statistical Phys	Orlando, Terry	The quantum challenge : modern research on the foundations of quantum mechanics / George Greenstein,	Greenstein, George, 1940-	076372470X (alk. paper)	Sudbury, Mass. : Jones and Bartlett Publishers, c2006.	2006
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.728	Appl Quantum &Statistical Phys	Orlando, Terry	A student's guide to Fourier transforms : with applications in physics and engineering / J.F. James.	James, J. F. (John Francis)	052180826X	Cambridge, U.K. ; New York : Cambridge University Press, 2002.	2002
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.801	Machine Vision	Horn, Berthold K.P.	Robot vision / Berthold Klaus Paul Horn.	Horn, Berthold.	0262081598	Cambridge, Mass. : MIT Press ; New York : McGraw-Hill, c1986.	1986
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.823	Computer System Architecture	Arvind	Computer architecture : a quantitative approach / John L. Hennessy, David A. Patterson ; with contri	Hennessy, John L.	0123704901 (pbk. : alk. paper)	Amsterdam ; Boston : Morgan Kaufmann, 2007.	2007
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.830	Database Systems	Madden, Samuel	Database management systems / Raghu Ramakrishnan, Johannes Gehrke.	Ramakrishnan, Raghu.	0072465638	Boston : McGraw-Hill, c2003.	2003
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.878	Adv Comp Bio Gen Net Evol	Kellis, Magnolis	Pattern classification / Richard O. Duda, Peter E. Hart [and] David G. Stork.	Duda, Richard O.	0471056693 (alk. paper)	New York : Wiley, 2001.	2001
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.878	Adv Comp Bio Gen Net Evol	Kellis, Magnolis	Biological sequence analysis : probalistic models of proteins and nucleic acids / Richard Durbin ...		0521620414 (hardcover)	Cambridge, UK : New York : Cambridge University Press, 1998.	1998
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.878	Adv Comp Bio Gen Net Evol	Kellis, Magnolis	An introduction to bioinformatics algorithms / Neil C. Jones, Pavel A. Pevzner.	Jones, Neil C.	0262101068 (hardcover : alk. paper)	Cambridge, Mass. : MIT Press, c2004.	2004
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.885	Spec Subj in Computer Science	Lynch, Nancy	Mobile communications / Jochen H. Schiller.	Schiller, Jochen H.	0321123816 (pbk.)	London ; Boston : Addison-Wesley, 2003.	2003
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.987	Spec Subj in Elec Eng	Perreault, David	Modern DC-to-DC switchmode power converter circuits / by Rudolf P. Severns, Gordon (Ed) Bloom.	Severns, Rudolf P.	0442213964	New York : Van Nostrand Reinhold Co., c1985.	1985
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.987	Spec Subj in Elec Eng	Perreault, David	Basic circuit theory [by] Charles A. Desoer and Ernest S. Kuh.	Desoer, Charles A.		New York, McGraw-Hill [1969]	1969
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.987	Spec Subj in Elec Eng	Perreault, David	Principles of power electronics / John G. Kassakian, Martin F. Schlecht, George C. Verghese.	Kassakian, John G.	0201096897 :	Reading, Mass. : Addison-Wesley, c1991.	1991
2009FA	Fall Term 2008-2009	Engineering	Electrical Eng & Computer Sci	6.987	Spec Subj in Elec Eng	Perreault, David	Fundamentals of power electronics / Robert W. Erickson, Dragan Maksimovic.	Erickson, Robert W. (Robert Warren), 1956-	0792372700 (alk. paper)	Norwell, Mass. : Kluwer Academic, c2001.	2001
2009FA	Fall Term 2008-2009	Engineering	Engineering Systems Division	ESD.225	Urban Transportation Planning	Salvucci, Frank	Roadway express [videorecording] / a film by Lawrence R. Hott and Tom Lewis.			Princeton, N.J. : Films for the Humanities & Sciences, c1997.	1997
2009FA	Fall Term 2008-2009	Engineering	Engineering Systems Division	ESD.225	Urban Transportation Planning	Salvucci, Frank	An international sourcebook of automobile dependence in cities, 1960-1990 / Jeffrey R. Kenworthy, Fe		0870815237 (hardcover : alk. paper)	Boulder, Colo. : University Press of Colorado, c1999.	1999
2009FA	Fall Term 2008-2009	Engineering	Engineering Systems Division	ESD.225	Urban Transportation Planning	Salvucci, Frank	Divided highways [videorecording] / a film by Lawrence R. Hott and Tom Lewis ; a production of Flore			Princeton, NJ : Films for the Humanities & Sciences ; Haydenville, MA : Florentine Films, c2004.	2004
2009FA	Fall Term 2008-2009	Engineering	Engineering Systems Division	ESD.53	Impact Globalization	MOAVENZADEH, FRED	Making globalization work / Joseph E. Stiglitz.	Stiglitz, Joseph E.	0393061221 (hardcover)	New York : W.W. Norton & Co., c2006.	2006
2009FA	Fall Term 2008-2009	Engineering	Engineering Systems Division	ESD.53	Impact Globalization	MOAVENZADEH, FRED	Globalization and its discontents / Joseph E. Stiglitz.	Stiglitz, Joseph E.	0393324397 (pbk.)	New York : W.W. Norton, c2003.	2003
2009FA	Fall Term 2008-2009	Engineering	Engineering Systems Division	ESD.53	Impact Globalization	MOAVENZADEH, FRED	ENRON's Eight-Year Power Struggle in India	Allison, Tony		Asian Times 2001	   0
2009FA	Fall Term 2008-2009	Engineering	Engineering Systems Division	ESD.53	Impact Globalization	MOAVENZADEH, FRED	ENR.		0891-9526	[New York, N.Y. : McGraw-Hill], c1987-	1987
2009FA	Fall Term 2008-2009	Engineering	Engineering Systems Division	ESD.53	Impact Globalization	MOAVENZADEH, FRED	The Lexus and the olive tree / Thomas L. Friedman.	Friedman, Thomas L.	0374185522 (alk. paper)	New York : Farrar, Straus, Giroux, 2000.	2000
2009FA	Fall Term 2008-2009	Engineering	Engineering Systems Division	ESD.53	Impact Globalization	MOAVENZADEH, FRED	Journal of the American Planning Association.	American Planning Association.	0194-4363	[Washington, American Planning Association]	1979
2009FA	Fall Term 2008-2009	Engineering	Materials Science and Eng	3.012	Fundamentals of Materials	Irvine, D.	Thermodynamics in materials science / Robert DeHoff.	DeHoff, Robert T.	0849340659 (alk. paper)	Boca Raton : CRC/Taylor & Francis, c2006.	2006
2009FA	Fall Term 2008-2009	Engineering	Materials Science and Eng	3.012	Fundamentals of Materials	Irvine, D.	Physical chemistry / Thomas Engel, Philip Reid.	Engel, Thomas, 1942-	080533842X	San Francisco : Pearson Benjamin Cummings, c2006.	2006
2009FA	Fall Term 2008-2009	Engineering	Materials Science and Eng	3.012	Fundamentals of Materials	Irvine, D.	Molecular driving forces : statistical thermodynamics in chemistry and biology / Ken A. Dill, Sarina	Dill, Ken A.	0815320515	New York : Garland Science, c2003.	2003
2009FA	Fall Term 2008-2009	Engineering	Materials Science and Eng	3.012	Fundamentals of Materials	Irvine, D.	Physical chemistry / Peter Atkins, Julio de Paula.	Atkins, P. W. (Peter William), 1940-	0716735393	New York : W.H. Freeman, c2002.	2002
2009FA	Fall Term 2008-2009	Engineering	Materials Science and Eng	3.012	Fundamentals of Materials	Irvine, D.	Solutions manual to accompany Physical chemistry / Robert G. Mortimer.	Mortimer, Robert G.		San Diego, Calif. : Harcourt/Academic Press, c2001.	2001
2009FA	Fall Term 2008-2009	Engineering	Materials Science and Eng	3.012	Fundamentals of Materials	Irvine, D.	Structure and bonding in crystalline materials / Gregory S. Rohrer.	Rohrer, Gregory S.	0521663288	Cambridge ; New York : Cambridge University Press, 2001.	2001
2009FA	Fall Term 2008-2009	Engineering	Materials Science and Eng	3.012	Fundamentals of Materials	Irvine, D.	Physical chemistry / Robert G. Mortimer.	Mortimer, Robert G.	0125083459 (acid-free paper)	San Diego : Harcourt/Academic Press, c2000.	2000
2009FA	Fall Term 2008-2009	Engineering	Materials Science and Eng	3.012	Fundamentals of Materials	Irvine, D.	The structure of materials / Samuel M. Allen, Edwin L. Thomas.	Allen, Samuel M.	0471000825 (cloth : alk. paper)	New York : John Wiley, c1999.	1999
2009FA	Fall Term 2008-2009	Engineering	Materials Science and Eng	3.012	Fundamentals of Materials	Irvine, D.	Physical properties of crystals : their representation by tensors and matrices / by J.F. Nye.	Nye, J. F.	0198511655 (pbk.)	Oxford [Oxfordshire] : Clarendon Press ; New York : Oxford University Press, 1985.	1985
2009FA	Fall Term 2008-2009	Engineering	Materials Science and Eng	3.012	Fundamentals of Materials	Irvine, D.	The principles of chemical equilibrium : with applications in chemistry and chemical engineering / b	Denbigh, Kenneth George.	0521236827	Cambridge [Eng.] ; New York : Cambridge University Press, 1981.	1981
2009FA	Fall Term 2008-2009	Engineering	Materials Science and Eng	3.012	Fundamentals of Materials	Irvine, D.	The second law; an introduction to classical and statistical thermodynamics [by] Henry A. Bent.	Bent, Henry A.		New York, Oxford University Press, 1965.	1965
2009FA	Fall Term 2008-2009	Engineering	Materials Science and Eng	3.012	Fundamentals of Materials	Irvine, D.	Thermodynamics; an introduction to the physical theories of equilibrium thermostatics and irreversib	Callen, Herbert Bernard.		New York, Wiley, 1960.	1960
2009FA	Fall Term 2008-2009	Engineering	Materials Science and Eng	3.012	Fundamentals of Materials	Stellacci, F.	The structure of materials / Samuel M. Allen, Edwin L. Thomas.	Allen, Samuel M.	0471000825 (cloth : alk. paper)	New York : John Wiley, c1999.	1999
2009FA	Fall Term 2008-2009	Engineering	Materials Science and Eng	3.016	Math Methods for Materials Sci	Carter, W.C.	Advanced engineering mathematics / Erwin Kreyszig.	Kreyszig, Erwin.	0471154962 (cloth : alk. paper)	New York : John Wiley, c1999.	1999
2009FA	Fall Term 2008-2009	Engineering	Materials Science and Eng	3.032	Mech Behavior of Materials	Van Vliet, Krystyn	Fundamentals of materials science and engineering : an integrated approach / William D. Callister, J	Callister, William D., 1940-	9780470125373 (cloth)	Hoboken, NJ : John Wiley & Sons, c2008.	2008
2009FA	Fall Term 2008-2009	Engineering	Materials Science and Eng	3.032	Mech Behavior of Materials	Van Vliet, Krystyn	Mechanical behavior of materials / Marc Andre Meyers, Krishan Kumar Chawla.	Meyers, Marc A.	0132628171	Upper Saddle River, N.J. : Prentice Hall, c1999.	1999
2009FA	Fall Term 2008-2009	Engineering	Materials Science and Eng	3.032	Mech Behavior of Materials	Van Vliet, Krystyn	Mechanics of materials / Ferdinand P. Beer, E. Russell Johnston, Jr., John T. DeWolf.	Beer, Ferdinand Pierre, 1915-	0072980907 (acid-free)	Boston : McGraw-Hill Higher Education, c2006.	2006
2009FA	Fall Term 2008-2009	Engineering	Materials Science and Eng	3.032	Mech Behavior of Materials	Van Vliet, Krystyn	Mechanics of materials / R.C. Hibbeler.	Hibbeler, R. C.	9780132209915 (cased)	Upper Saddle River, N.J. : Prentice Hall, c2008.	2008
2009FA	Fall Term 2008-2009	Engineering	Materials Science and Eng	3.042	Materials Project Laboratory	Fitzgerald, E. A.	Product design and development / Karl T. Ulrich, Steven D. Eppinger.	Ulrich, Karl T.	9780073101422 (alk. paper)	Boston : McGraw-Hill Higher Education, c2008.	2008
2009FA	Fall Term 2008-2009	Engineering	Materials Science and Eng	3.07	Introduction to Ceramics	Chiang, Yet-ming	Physical ceramics : principles for ceramic science and engineering / Yet-ming Chiang, Dunbar P. Birn	Chiang, Yet-Ming.	0471598739 (cloth : alk. paper)	New York : J. Wiley, c1997.	1997
2009FA	Fall Term 2008-2009	Engineering	Materials Science and Eng	3.07	Introduction to Ceramics	Chiang, Yet-ming	Modern ceramic engineering : properties, processing, and use in design / David W. Richerson.	Richerson, David W., 1944-	0824786343	New York : M. Dekker, c1992.	1992
2009FA	Fall Term 2008-2009	Engineering	Materials Science and Eng	3.07	Introduction to Ceramics	Chiang, Yet-ming	Principles of electronic ceramics / L.L. Hench and J.K. West.	Hench, L. L.	0471618217	New York : Wiley, c1990.	1990
